,sources_quote,label
12112,lot move free slave come federal government came growing movement among people particularly people faith,0
12113,say mark udall decided obamacare passed obamacare vote,0
12114,say koch brother funded fight let flood insurance premium soar theyre spending million buy senate seat bill cassidy fight,0
12115,say medicaid fraud rate virginia factchecked found 047 percent,0
12116,greg abbott said would waste expand prek texas child,0
12117,number people support obamacare like steadily dropping,0
12118,poll taken month ago found 70 percent approval higher act 10 collective bargaining law,0
12119,gov mcauliffes budget would raid school 4 obamacare va,0
12120,say michelle obama waved red communist flag trip china,0
12121,first time since world war ii five nuclearpowered aircraft carrier docked together,0
12122,epa official commended koch industry commitment cleaner environment called u model company,0
12123,want individual mandate tick box say hardship youre,0
12124,say goal affordable care act get 30 million people insured got 7 million,0
12125,woman u get 23 percent le pay men exact work,0
12126,say engaged political process past decade,0
12127,say estate tax threat family farm,0
12128,glenn hegar promised eliminate property tax,0
12129,le 1 percent 1 percent american population given amount 200 federal political campaign,0
12130,david alameel giving thousand dollar support republican party candidate including john cornyn greg abbott,0
12131,2 owner fox news prince alwaleed bin talal said strong american government good u,0
12132,say david jolly lobbied governmentrun health care last year,0
12133,obama administration offered magic number people needed sign health care marketplace,0
12134,earlier year john depetro accused sexually assaulting female coworker,0
12135,obamacare medical code confirm execution beheading implemented america,0
12136,jack kingston earmark one time every member georgia delegation put together,0
12137,kathleen peter refuse take stand repeal obamacare,0
12138,protester la crosse blocked exit surrounded state patrol car carrying governor beating window rocking vehicle car extricated crowd truck blocked second exit,0
12139,affordable care act already sense waived otherwise suspended,0
12140,fact one town three lane dedicated kind get sauced,0
12141,scott walker raise nearly 70 percent money state,0
12142,rhode island teen binge drinking rate double national average,0
12143,priority threequarters american increase minimum wage create path citizenship illegal immigrant require background check gun buyer,0
12144,say vladimir putin said president obama fellow democrat either idiot deliberately trying destroy economy,0
12145,would president close embassy vatican hopefully retribution catholic organization opposing obamacare,0
12146,resident could received nearly 48m local school fire district sheriff dept social service,0
12147,say last five year senate republican placed filibuster every piece legislation every nominee,0
12148,administration kicking screaming way sanction put place iran,0
12149,since 1988 congress raised salary 15 time reflect rising cost raised minimum wage three time,0
12150,say gov scott walker dropped wisconsin 45th nation job growth prospect campaigning president state,0
12151,25 percent people buy subject rhode island sale tax,0
12152,transpacific partnership fasttracked senate wont receive committee assignment consideration include debate,0
12153,wisconsin 300000 people kind addictive gambling problem whether pathological wed categorize problem gambler,0
12154,wisconsin one bluest state scott walker unemployment rate around 35,0
12155,say president barack obamas acceptance islamic order gold medal unconstitutional,0
12156,premeditation murder case like oscar pistorius case formed twinkling eye,0
12157,22 country invaded u 20 year,0
12158,legislature refuse expand medicaid 27 state going get money virginia taxpayer money state provide health care citizen paid u,0
12159,ralph hall never voted raise debt ceiling,0
12160,wisconsin wage declining double rate state,0
12161,one claim report vindicating new jersey gov chris christie bridge scandal conclusive,0
12162,wisconsin rank among top 10 state outmigration,0
12163,health insurance medical cost going obamacare,0
12164,teaching common core standard florida school since 2010,0
12165,kesha rogers democrat,0
12166,people signed obamacare exchange already insurance,0
12167,growth health care cost reined affordable care act,0
12168,girl scout usa curriculum promotes margaret sanger founder planned parenthood betty friedan founder naral prochoice proabortion woman icon child emulate,0
12169,shutdown projected result 10 billion cost economy per week,0
12170,among nation 51 largest metropolitan area milwaukee one poverty rate four time greater city suburb,0
